Flight ID,Demand Type,Runway,WVC,Scheduled,Averaged Actual,Minimum Actual,Maximum Actual,Average Delay [s],,,Flow,Delay,AvDelay,Demand,,
A319,ARRIVAL,27R,LM,29:11:32:24,29:11:53:04,29:11:53:04,29:11:53:04,1240,2547144,2548384,37,1240,1443.02702702703,41,4,18240
A321,ARRIVAL,27R,LM,29:11:33:30,29:11:54:22,29:11:54:22,29:11:54:22,1252,2547210,2548462,37,1252,1451.81081081081,41,4,18241
A320,ARRIVAL,27R,LM,29:11:34:41,29:11:55:40,29:11:55:40,29:11:55:40,1259,2547281,2548540,37,1259,1460.7027027027,41,4,18242
B744,ARRIVAL,27R,H,29:11:36:07,29:11:56:56,29:11:56:56,29:11:56:56,1249,2547367,2548616,37,1249,1468.94594594595,41,4,18243
B77W,ARRIVAL,27R,H,29:11:37:26,29:11:58:46,29:11:58:46,29:11:58:46,1280,2547446,2548726,37,1280,1478.10810810811,40,3,18244
A321,ARRIVAL,27R,LM,29:11:39:50,29:12:00:59,29:12:00:59,29:12:00:59,1269,2547590,2548859,38,1269,1489.13157894737,41,3,18245
A320,ARRIVAL,27R,LM,29:11:41:11,29:12:02:17,29:12:02:17,29:12:02:17,1266,2547671,2548937,38,1266,1497.68421052632,41,3,18246
B763,ARRIVAL,27R,H,29:11:42:14,29:12:03:33,29:12:03:33,29:12:03:33,1279,2547734,2549013,37,1279,1503.94594594595,41,4,18247
B744,ARRIVAL,27R,H,29:11:43:56,29:12:05:23,29:12:05:23,29:12:05:23,1287,2547836,2549123,37,1287,1512.43243243243,41,4,18248
A333,ARRIVAL,27R,H,29:11:45:51,29:12:07:13,29:12:07:13,29:12:07:13,1282,2547951,2549233,37,1282,1520.86486486486,41,4,18249
A319,ARRIVAL,27R,LM,29:11:47:53,29:12:09:26,29:12:09:26,29:12:09:26,1293,2548073,2549366,38,1293,1531.52631578947,41,3,18250
A320,ARRIVAL,27R,LM,29:11:49:09,29:12:10:44,29:12:10:44,29:12:10:44,1295,2548149,2549444,38,1295,1540.10526315789,41,3,18251
B772,ARRIVAL,27R,H,29:11:50:17,29:12:12:00,29:12:12:00,29:12:12:00,1303,2548217,2549520,37,1303,1546.72972972973,40,3,18252
A388,ARRIVAL,27R,A380-800,29:11:51:41,29:12:15:12,29:12:15:12,29:12:15:12,1411,2548301,2549712,38,1411,1556.81578947368,41,3,18253
B772,ARRIVAL,27R,H,29:11:52:56,29:12:17:44,29:12:17:44,29:12:17:44,1488,2548376,2549864,39,1488,1563.66666666667,41,2,18254
B763,ARRIVAL,27R,H,29:11:54:27,29:12:19:34,29:12:19:34,29:12:19:34,1507,2548467,2549974,39,1507,1567.33333333333,41,2,18255
B763,ARRIVAL,27R,H,29:11:56:14,29:12:21:24,29:12:21:24,29:12:21:24,1510,2548574,2550084,40,1510,1571.65,41,1,18256
B752,ARRIVAL,27R,H,29:11:58:33,29:12:23:14,29:12:23:14,29:12:23:14,1481,2548713,2550194,40,1481,1574.95,42,2,18257
A319,ARRIVAL,27R,LM,29:12:00:27,29:12:25:27,29:12:25:27,29:12:25:27,1500,2548827,2550327,41,1500,1580.0243902439,43,2,18258
A319,ARRIVAL,27R,LM,29:12:01:28,29:12:26:45,29:12:26:45,29:12:26:45,1517,2548888,2550405,41,1517,1582.87804878049,42,1,18259
A319,ARRIVAL,27R,LM,29:12:02:38,29:12:28:03,29:12:28:03,29:12:28:03,1525,2548958,2550483,41,1525,1585.90243902439,42,1,18260
B737,ARRIVAL,27R,LM,29:12:03:59,29:12:29:21,29:12:29:21,29:12:29:21,1522,2549039,2550561,41,1522,1588.70731707317,42,1,18261
B764,ARRIVAL,27R,H,29:12:04:51,29:12:30:37,29:12:30:37,29:12:30:37,1546,2549091,2550637,41,1546,1591.24390243902,42,1,18262
A319,ARRIVAL,27R,LM,29:12:07:02,29:12:32:50,29:12:32:50,29:12:32:50,1548,2549222,2550770,41,1548,1593.39024390244,42,1,18263
A319,ARRIVAL,27R,LM,29:12:08:28,29:12:34:08,29:12:34:08,29:12:34:08,1540,2549308,2550848,41,1540,1595.0487804878,42,1,18264
A320,ARRIVAL,27R,LM,29:12:09:44,29:12:35:26,29:12:35:26,29:12:35:26,1542,2549384,2550926,40,1542,1596.425,42,2,18265
B763,ARRIVAL,27R,H,29:12:10:30,29:12:36:42,29:12:36:42,29:12:36:42,1572,2549430,2551002,40,1572,1599,41,1,18266
B764,ARRIVAL,27R,H,29:12:12:20,29:12:38:32,29:12:38:32,29:12:38:32,1572,2549540,2551112,41,1572,1601.70731707317,42,1,18267
B763,ARRIVAL,27R,H,29:12:14:13,29:12:40:22,29:12:40:22,29:12:40:22,1569,2549653,2551222,41,1569,1603.9756097561,42,1,18268
A320,ARRIVAL,27R,LM,29:12:16:19,29:12:42:35,29:12:42:35,29:12:42:35,1576,2549779,2551355,41,1576,1606.9512195122,41,0,18269
A320,ARRIVAL,27R,LM,29:12:17:41,29:12:43:53,29:12:43:53,29:12:43:53,1572,2549861,2551433,40,1572,1607.725,42,2,18270
A319,ARRIVAL,27R,LM,29:12:20:28,29:12:45:11,29:12:45:11,29:12:45:11,1483,2550028,2551511,40,1483,1609.85,42,2,18271
A346,ARRIVAL,27R,H,29:12:21:14,29:12:46:27,29:12:46:27,29:12:46:27,1513,2550074,2551587,40,1513,1614.4,42,2,18272
A321,ARRIVAL,27R,LM,29:12:21:54,29:12:48:40,29:12:48:40,29:12:48:40,1606,2550114,2551720,40,1606,1618.35,41,1,18273
A319,ARRIVAL,27R,LM,29:12:23:44,29:12:49:58,29:12:49:58,29:12:49:58,1574,2550224,2551798,40,1574,1619.725,41,1,18274
A319,ARRIVAL,27R,LM,29:12:24:56,29:12:51:16,29:12:51:16,29:12:51:16,1580,2550296,2551876,40,1580,1621.975,41,1,18275
A321,ARRIVAL,27R,LM,29:12:26:10,29:12:52:34,29:12:52:34,29:12:52:34,1584,2550370,2551954,40,1584,1623.9,41,1,18276
A319,ARRIVAL,27R,LM,29:12:27:47,29:12:53:52,29:12:53:52,29:12:53:52,1565,2550467,2552032,40,1565,1625.2,42,2,18277
A320,ARRIVAL,27R,LM,29:12:28:49,29:12:55:10,29:12:55:10,29:12:55:10,1581,2550529,2552110,40,1581,1627.525,41,1,18278
A319,ARRIVAL,27R,LM,29:12:30:24,29:12:56:28,29:12:56:28,29:12:56:28,1564,2550624,2552188,40,1564,1629.575,41,1,18279
A320,ARRIVAL,27R,LM,29:12:31:18,29:12:57:46,29:12:57:46,29:12:57:46,1588,2550678,2552266,40,1588,1632.05,40,0,18280
A319,ARRIVAL,27R,LM,29:12:32:38,29:12:59:04,29:12:59:04,29:12:59:04,1586,2550758,2552344,39,1586,1633.17948717949,40,1,18281
B744,ARRIVAL,27R,H,29:12:33:49,29:13:00:20,29:13:00:20,29:13:00:20,1591,2550829,2552420,39,1591,1634.71794871795,40,1,18282
B77W,ARRIVAL,27R,H,29:12:35:36,29:13:02:10,29:13:02:10,29:13:02:10,1594,2550936,2552530,40,1594,1635.975,40,0,18283
B763,ARRIVAL,27R,H,29:12:37:27,29:13:04:00,29:13:04:00,29:13:04:00,1593,2551047,2552640,40,1593,1636.9,41,1,18284
B733,ARRIVAL,27R,LM,29:12:39:34,29:13:06:13,29:13:06:13,29:13:06:13,1599,2551174,2552773,41,1599,1637.34146341463,41,0,18285
A320,ARRIVAL,27R,LM,29:12:41:01,29:13:07:31,29:13:07:31,29:13:07:31,1590,2551261,2552851,40,1590,1638.3,40,0,18286
B744,ARRIVAL,27R,H,29:12:41:49,29:13:08:47,29:13:08:47,29:13:08:47,1618,2551309,2552927,40,1618,1638.275,40,0,18287
B744,ARRIVAL,27R,H,29:12:43:38,29:13:10:37,29:13:10:37,29:13:10:37,1619,2551418,2553037,41,1619,1636.41463414634,40,-1,18288
B77W,ARRIVAL,27R,H,29:12:45:27,29:13:12:27,29:13:12:27,29:13:12:27,1620,2551527,2553147,40,1620,1636.85,40,0,18289
A321,ARRIVAL,27R,LM,29:12:47:47,29:13:14:40,29:13:14:40,29:13:14:40,1613,2551667,2553280,40,1613,1635.35,40,0,18290
A321,ARRIVAL,27R,LM,29:12:48:50,29:13:15:58,29:13:15:58,29:13:15:58,1628,2551730,2553358,40,1628,1634.15,40,0,18291
A319,ARRIVAL,27R,LM,29:12:50:29,29:13:17:16,29:13:17:16,29:13:17:16,1607,2551829,2553436,40,1607,1632.925,40,0,18292
A320,ARRIVAL,27R,LM,29:12:51:23,29:13:18:34,29:13:18:34,29:13:18:34,1631,2551883,2553514,40,1631,1632.725,40,0,18293
A320,ARRIVAL,27R,LM,29:12:52:52,29:13:19:52,29:13:19:52,29:13:19:52,1620,2551972,2553592,39,1620,1632.76923076923,39,0,18294
A320,ARRIVAL,27R,LM,29:12:54:03,29:13:21:10,29:13:21:10,29:13:21:10,1627,2552043,2553670,39,1627,1631.71794871795,39,0,18295
A321,ARRIVAL,27R,LM,29:12:55:06,29:13:22:28,29:13:22:28,29:13:22:28,1642,2552106,2553748,39,1642,1631.71794871795,39,0,18296
A319,ARRIVAL,27R,LM,29:12:56:35,29:13:23:46,29:13:23:46,29:13:23:46,1631,2552195,2553826,39,1631,1630.61538461538,39,0,18297
B736,ARRIVAL,27R,LM,29:12:57:51,29:13:25:04,29:13:25:04,29:13:25:04,1633,2552271,2553904,39,1633,1630.05128205128,39,0,18298
A319,ARRIVAL,27R,LM,29:12:59:25,29:13:26:22,29:13:26:22,29:13:26:22,1617,2552365,2553982,39,1617,1628.76923076923,39,0,18299
A321,ARRIVAL,27R,LM,29:13:00:19,29:13:27:40,29:13:27:40,29:13:27:40,1641,2552419,2554060,39,1641,1628.23076923077,39,0,18300
A319,ARRIVAL,27R,LM,29:13:01:38,29:13:28:58,29:13:28:58,29:13:28:58,1640,2552498,2554138,39,1640,1627.4358974359,39,0,18301
A320,ARRIVAL,27R,LM,29:13:03:10,29:13:30:16,29:13:30:16,29:13:30:16,1626,2552590,2554216,39,1626,1626.97435897436,39,0,18302
B744,ARRIVAL,27R,H,29:13:04:18,29:13:31:32,29:13:31:32,29:13:31:32,1634,2552658,2554292,39,1634,1626.64102564103,38,-1,18303
A332,ARRIVAL,27R,H,29:13:06:26,29:13:33:22,29:13:33:22,29:13:33:22,1616,2552786,2554402,38,1616,1626.44736842105,38,0,18304
A321,ARRIVAL,27R,LM,29:13:08:10,29:13:35:35,29:13:35:35,29:13:35:35,1645,2552890,2554535,39,1645,1626.25641025641,39,0,18305
A320,ARRIVAL,27R,LM,29:13:09:33,29:13:36:53,29:13:36:53,29:13:36:53,1640,2552973,2554613,39,1640,1625.79487179487,39,0,18306
A332,ARRIVAL,27R,H,29:13:10:47,29:13:38:09,29:13:38:09,29:13:38:09,1642,2553047,2554689,39,1642,1625.15384615385,39,0,18307
B763,ARRIVAL,27R,H,29:13:12:14,29:13:39:59,29:13:39:59,29:13:39:59,1665,2553134,2554799,39,1665,1625.10256410256,39,0,18308
B744,ARRIVAL,27R,H,29:13:13:38,29:13:41:49,29:13:41:49,29:13:41:49,1691,2553218,2554909,40,1691,1625.175,39,-1,18309
A320,ARRIVAL,27R,LM,29:13:16:25,29:13:44:02,29:13:44:02,29:13:44:02,1657,2553385,2555042,40,1657,1624.375,40,0,18310
A321,ARRIVAL,27R,LM,29:13:17:35,29:13:45:20,29:13:45:20,29:13:45:20,1665,2553455,2555120,40,1665,1624.275,40,0,18311
B744,ARRIVAL,27R,H,29:13:18:45,29:13:46:36,29:13:46:36,29:13:46:36,1671,2553525,2555196,40,1671,1624.45,40,0,18312
A320,ARRIVAL,27R,LM,29:13:21:08,29:13:48:49,29:13:48:49,29:13:48:49,1661,2553668,2555329,40,1661,1625.075,41,1,18313
A321,ARRIVAL,27R,LM,29:13:22:23,29:13:50:07,29:13:50:07,29:13:50:07,1664,2553743,2555407,40,1664,1625.7,41,1,18314
A320,ARRIVAL,27R,LM,29:13:23:48,29:13:51:25,29:13:51:25,29:13:51:25,1657,2553828,2555485,40,1657,1626.65,41,1,18315
A320,ARRIVAL,27R,LM,29:13:25:27,29:13:52:43,29:13:52:43,29:13:52:43,1636,2553927,2555563,40,1636,1627.625,41,1,18316
A320,ARRIVAL,27R,LM,29:13:26:23,29:13:54:01,29:13:54:01,29:13:54:01,1658,2553983,2555641,40,1658,1629.65,41,1,18317
B772,ARRIVAL,27R,H,29:13:27:34,29:13:55:17,29:13:55:17,29:13:55:17,1663,2554054,2555717,40,1663,1630.725,40,0,18318
B772,ARRIVAL,27R,H,29:13:29:24,29:13:57:07,29:13:57:07,29:13:57:07,1663,2554164,2555827,40,1663,1632.15,41,1,18319
A320,ARRIVAL,27R,LM,29:13:31:54,29:13:59:20,29:13:59:20,29:13:59:20,1646,2554314,2555960,41,1646,1636.75609756098,42,1,18320
A320,ARRIVAL,27R,LM,29:13:33:24,29:14:00:38,29:14:00:38,29:14:00:38,1634,2554404,2556038,41,1634,1639.29268292683,42,1,18321
A320,ARRIVAL,27R,LM,29:13:34:34,29:14:01:56,29:14:01:56,29:14:01:56,1642,2554474,2556116,41,1642,1641.75609756098,42,1,18322
A319,ARRIVAL,27R,LM,29:13:36:03,29:14:03:14,29:14:03:14,29:14:03:14,1631,2554563,2556194,40,1631,1641.75,42,2,18323
B737,ARRIVAL,27R,LM,29:13:37:23,29:14:04:32,29:14:04:32,29:14:04:32,1629,2554643,2556272,40,1629,1644.475,42,2,18324
B772,ARRIVAL,27R,H,29:13:38:49,29:14:05:48,29:14:05:48,29:14:05:48,1619,2554729,2556348,40,1619,1647.725,42,2,18325
A319,ARRIVAL,27R,LM,29:13:41:32,29:14:08:01,29:14:08:01,29:14:08:01,1589,2554892,2556481,40,1589,1652.875,42,2,18326
A319,ARRIVAL,27R,LM,29:13:42:53,29:14:09:19,29:14:09:19,29:14:09:19,1586,2554973,2556559,40,1586,1659.05,42,2,18327
A388,ARRIVAL,27R,A380-800,29:13:44:01,29:14:10:35,29:14:10:35,29:14:10:35,1594,2555041,2556635,39,1594,1660.92307692308,42,3,18328
A319,ARRIVAL,27R,LM,29:13:47:27,29:14:13:27,29:14:13:27,29:14:13:27,1560,2555247,2556807,40,1560,1670.625,42,2,18329
A319,ARRIVAL,27R,LM,29:13:48:40,29:14:14:45,29:14:14:45,29:14:14:45,1565,2555320,2556885,40,1565,1677.225,43,3,18330
B744,ARRIVAL,27R,H,29:13:49:42,29:14:16:01,29:14:16:01,29:14:16:01,1579,2555382,2556961,40,1579,1684.5,42,2,18331
B77W,ARRIVAL,27R,H,29:13:51:12,29:14:17:51,29:14:17:51,29:14:17:51,1599,2555472,2557071,39,1599,1687.20512820513,42,3,18332
A319,ARRIVAL,27R,LM,29:13:53:45,29:14:20:04,29:14:20:04,29:14:20:04,1579,2555625,2557204,40,1579,1696.675,43,3,18333
A318,ARRIVAL,27R,LM,29:13:54:15,29:14:21:22,29:14:21:22,29:14:21:22,1627,2555655,2557282,40,1627,1702.975,42,2,18334
A319,ARRIVAL,27R,LM,29:13:56:01,29:14:22:40,29:14:22:40,29:14:22:40,1599,2555761,2557360,39,1599,1704.92307692308,42,3,18335
A321,ARRIVAL,27R,LM,29:13:57:09,29:14:23:58,29:14:23:58,29:14:23:58,1609,2555829,2557438,39,1609,1712.61538461538,42,3,18336
A319,ARRIVAL,27R,LM,29:13:58:53,29:14:25:16,29:14:25:16,29:14:25:16,1583,2555933,2557516,39,1583,1719.4358974359,42,3,18337
A320,ARRIVAL,27R,LM,29:13:59:58,29:14:26:34,29:14:26:34,29:14:26:34,1596,2555998,2557594,39,1596,1728.15384615385,42,3,18338
B744,ARRIVAL,27R,H,29:14:01:00,29:14:27:50,29:14:27:50,29:14:27:50,1610,2556060,2557670,38,1610,1731.63157894737,42,4,18339
B772,ARRIVAL,27R,H,29:14:02:38,29:14:29:40,29:14:29:40,29:14:29:40,1622,2556158,2557780,38,1622,1739.65789473684,42,4,18340
A333,ARRIVAL,27R,H,29:14:04:37,29:14:31:30,29:14:31:30,29:14:31:30,1613,2556277,2557890,38,1613,1748.07894736842,42,4,18341
A319,ARRIVAL,27R,LM,29:14:07:02,29:14:33:43,29:14:33:43,29:14:33:43,1601,2556422,2558023,39,1601,1761.07692307692,43,4,18342
B733,ARRIVAL,27R,LM,29:14:07:47,29:14:35:01,29:14:35:01,29:14:35:01,1634,2556467,2558101,39,1634,1769.51282051282,43,4,18343
A321,ARRIVAL,27R,LM,29:14:09:12,29:14:36:19,29:14:36:19,29:14:36:19,1627,2556552,2558179,39,1627,1776.66666666667,43,4,18344
F70,ARRIVAL,27R,LM,29:14:10:42,29:14:37:37,29:14:37:37,29:14:37:37,1615,2556642,2558257,39,1615,1783.51282051282,43,4,18345
A320,ARRIVAL,27R,LM,29:14:11:35,29:14:38:55,29:14:38:55,29:14:38:55,1640,2556695,2558335,39,1640,1791.17948717949,43,4,18346
A320,ARRIVAL,27R,LM,29:14:12:48,29:14:40:13,29:14:40:13,29:14:40:13,1645,2556768,2558413,39,1645,1798.35897435897,43,4,18347
A319,ARRIVAL,27R,LM,29:14:14:03,29:14:41:31,29:14:41:31,29:14:41:31,1648,2556843,2558491,39,1648,1805.61538461538,42,3,18348
B772,ARRIVAL,27R,H,29:14:15:08,29:14:42:47,29:14:42:47,29:14:42:47,1659,2556908,2558567,39,1659,1812.25641025641,42,3,18349
A320,ARRIVAL,27R,LM,29:14:17:27,29:14:45:00,29:14:45:00,29:14:45:00,1653,2557047,2558700,40,1653,1822.05,42,2,18350
A320,ARRIVAL,27R,LM,29:14:18:26,29:14:46:18,29:14:46:18,29:14:46:18,1672,2557106,2558778,39,1672,1826.38461538462,41,2,18351
A320,ARRIVAL,27R,LM,29:14:19:20,29:14:47:36,29:14:47:36,29:14:47:36,1696,2557160,2558856,39,1696,1832.4358974359,41,2,18352
A320,ARRIVAL,27R,LM,29:14:20:48,29:14:48:54,29:14:48:54,29:14:48:54,1686,2557248,2558934,39,1686,1838.05128205128,40,1,18353
A320,ARRIVAL,27R,LM,29:14:21:50,29:14:50:12,29:14:50:12,29:14:50:12,1702,2557310,2559012,39,1702,1842.51282051282,40,1,18354
A320,ARRIVAL,27R,LM,29:14:23:14,29:14:51:30,29:14:51:30,29:14:51:30,1696,2557394,2559090,38,1696,1846.21052631579,40,2,18355
A319,ARRIVAL,27R,LM,29:14:24:11,29:14:52:48,29:14:52:48,29:14:52:48,1717,2557451,2559168,38,1717,1850.47368421053,39,1,18356
A333,ARRIVAL,27R,H,29:14:25:43,29:14:54:04,29:14:54:04,29:14:54:04,1701,2557543,2559244,38,1701,1853.36842105263,39,1,18357
A319,ARRIVAL,27R,LM,29:14:27:37,29:14:56:17,29:14:56:17,29:14:56:17,1720,2557657,2559377,38,1720,1857.18421052632,39,1,18358
A320,ARRIVAL,27R,LM,29:14:28:37,29:14:57:35,29:14:57:35,29:14:57:35,1738,2557717,2559455,37,1738,1860.89189189189,39,2,18359
A321,ARRIVAL,27R,LM,29:14:29:47,29:14:58:53,29:14:58:53,29:14:58:53,1746,2557787,2559533,37,1746,1863.35135135135,39,2,18360
A319,ARRIVAL,27R,LM,29:14:31:01,29:15:00:11,29:15:00:11,29:15:00:11,1750,2557861,2559611,37,1750,1865.67567567568,39,2,18361
B77W,ARRIVAL,27R,H,29:14:32:32,29:15:01:27,29:15:01:27,29:15:01:27,1735,2557952,2559687,37,1735,1868.10810810811,38,1,18362
B744,ARRIVAL,27R,H,29:14:34:17,29:15:03:17,29:15:03:17,29:15:03:17,1740,2558057,2559797,37,1740,1871,38,1,18363
A332,ARRIVAL,27R,H,29:14:35:48,29:15:05:07,29:15:05:07,29:15:05:07,1759,2558148,2559907,38,1759,1872.18421052632,39,1,18364
A321,ARRIVAL,27R,LM,29:14:36:55,29:15:07:20,29:15:07:20,29:15:07:20,1825,2558215,2560040,38,1825,1874.92105263158,38,0,18365
B77W,ARRIVAL,27R,H,29:14:38:00,29:15:08:36,29:15:08:36,29:15:08:36,1836,2558280,2560116,38,1836,1875.78947368421,38,0,18366
A320,ARRIVAL,27R,LM,29:14:40:37,29:15:10:49,29:15:10:49,29:15:10:49,1812,2558437,2560249,38,1812,1876.42105263158,39,1,18367
A332,ARRIVAL,27R,H,29:14:41:34,29:15:12:05,29:15:12:05,29:15:12:05,1831,2558494,2560325,38,1831,1877.63157894737,38,0,18368
A332,ARRIVAL,27R,H,29:14:43:31,29:15:13:55,29:15:13:55,29:15:13:55,1824,2558611,2560435,38,1824,1878.15789473684,38,0,18369
B77W,ARRIVAL,27R,H,29:14:44:49,29:15:15:45,29:15:15:45,29:15:15:45,1856,2558689,2560545,38,1856,1878.84210526316,38,0,18370
A319,ARRIVAL,27R,LM,29:14:47:31,29:15:17:58,29:15:17:58,29:15:17:58,1827,2558851,2560678,39,1827,1877.92307692308,39,0,18371
A321,ARRIVAL,27R,LM,29:14:48:38,29:15:19:16,29:15:19:16,29:15:19:16,1838,2558918,2560756,39,1838,1878.02564102564,39,0,18372
A388,ARRIVAL,27R,A380-800,29:14:50:01,29:15:20:32,29:15:20:32,29:15:20:32,1831,2559001,2560832,39,1831,1878.07692307692,39,0,18373
A320,ARRIVAL,27R,LM,29:14:51:45,29:15:23:24,29:15:23:24,29:15:23:24,1899,2559105,2561004,40,1899,1876.55,39,-1,18374
A332,ARRIVAL,27R,H,29:14:53:25,29:15:24:40,29:15:24:40,29:15:24:40,1875,2559205,2561080,40,1875,1874.725,40,0,18375
B744,ARRIVAL,27R,H,29:14:54:27,29:15:26:30,29:15:26:30,29:15:26:30,1923,2559267,2561190,40,1923,1873.45,39,-1,18376
A343,ARRIVAL,27R,H,29:14:56:25,29:15:28:20,29:15:28:20,29:15:28:20,1915,2559385,2561300,40,1915,1870.625,39,-1,18377
GLF4,ARRIVAL,27R,LM,29:14:58:11,29:15:30:33,29:15:30:33,29:15:30:33,1942,2559491,2561433,41,1942,1866.09756097561,39,-2,18378
A321,ARRIVAL,27R,LM,29:14:59:37,29:15:31:51,29:15:31:51,29:15:31:51,1934,2559577,2561511,41,1934,1862.46341463415,39,-2,18379
A319,ARRIVAL,27R,LM,29:15:00:55,29:15:33:09,29:15:33:09,29:15:33:09,1934,2559655,2561589,41,1934,1852.70731707317,39,-2,18380
A320,ARRIVAL,27R,LM,29:15:02:17,29:15:34:27,29:15:34:27,29:15:34:27,1930,2559737,2561667,41,1930,1843.31707317073,39,-2,18381
A320,ARRIVAL,27R,LM,29:15:03:52,29:15:35:45,29:15:35:45,29:15:35:45,1913,2559832,2561745,41,1913,1833.87804878049,38,-3,18382
A319,ARRIVAL,27R,LM,29:15:05:29,29:15:37:03,29:15:37:03,29:15:37:03,1894,2559929,2561823,41,1894,1824.9512195122,37,-4,18383
A320,ARRIVAL,27R,LM,29:15:06:27,29:15:38:21,29:15:38:21,29:15:38:21,1914,2559987,2561901,40,1914,1823.225,36,-4,18384
A320,ARRIVAL,27R,LM,29:15:07:39,29:15:39:39,29:15:39:39,29:15:39:39,1920,2560059,2561979,39,1920,1820.89743589744,36,-3,18385
A320,ARRIVAL,27R,LM,29:15:08:49,29:15:40:57,29:15:40:57,29:15:40:57,1928,2560129,2562057,39,1928,1814.25641025641,36,-3,18386
A319,ARRIVAL,27R,LM,29:15:10:28,29:15:42:15,29:15:42:15,29:15:42:15,1907,2560228,2562135,38,1907,1811.26315789474,36,-2,18387
E190,ARRIVAL,27R,LM,29:15:11:30,29:15:43:33,29:15:43:33,29:15:43:33,1923,2560290,2562213,38,1923,1806.84210526316,36,-2,18388
B744,ARRIVAL,27R,H,29:15:12:29,29:15:44:49,29:15:44:49,29:15:44:49,1940,2560349,2562289,38,1940,1801.71052631579,36,-2,18389
A333,ARRIVAL,27R,H,29:15:14:51,29:15:46:39,29:15:46:39,29:15:46:39,1908,2560491,2562399,38,1908,1796.21052631579,36,-2,18390
A320,ARRIVAL,27R,LM,29:15:16:57,29:15:48:52,29:15:48:52,29:15:48:52,1915,2560617,2562532,39,1915,1788.48717948718,37,-2,18391
B772,ARRIVAL,27R,H,29:15:19:08,29:15:50:08,29:15:50:08,29:15:50:08,1860,2560748,2562608,39,1860,1782.46153846154,37,-2,18392
A320,ARRIVAL,27R,LM,29:15:21:23,29:15:52:21,29:15:52:21,29:15:52:21,1858,2560883,2562741,40,1858,1772.875,38,-2,18393
B772,ARRIVAL,27R,H,29:15:23:10,29:15:53:37,29:15:53:37,29:15:53:37,1827,2560990,2562817,40,1827,1767.9,37,-3,18394
B744,ARRIVAL,27R,H,29:15:24:41,29:15:55:27,29:15:55:27,29:15:55:27,1846,2561081,2562927,40,1846,1763.675,38,-2,18395
B738,ARRIVAL,27R,LM,29:15:27:11,29:15:57:40,29:15:57:40,29:15:57:40,1829,2561231,2563060,40,1829,1758.925,39,-1,18396
A321,ARRIVAL,27R,LM,29:15:28:26,29:15:58:58,29:15:58:58,29:15:58:58,1832,2561306,2563138,40,1832,1754.225,38,-2,18397
A320,ARRIVAL,27R,LM,29:15:29:36,29:16:00:16,29:16:00:16,29:16:00:16,1840,2561376,2563216,40,1840,1749.975,38,-2,18398
A332,ARRIVAL,27R,H,29:15:30:50,29:16:01:32,29:16:01:32,29:16:01:32,1842,2561450,2563292,40,1842,1745.625,38,-2,18399
A319,ARRIVAL,27R,LM,29:15:33:28,29:16:03:45,29:16:03:45,29:16:03:45,1817,2561608,2563425,40,1817,1740.675,39,-1,18400
A320,ARRIVAL,27R,LM,29:15:34:24,29:16:05:03,29:16:05:03,29:16:05:03,1839,2561664,2563503,40,1839,1736.5,38,-2,18401
A346,ARRIVAL,27R,H,29:15:35:16,29:16:06:19,29:16:06:19,29:16:06:19,1863,2561716,2563579,40,1863,1732.075,37,-3,18402
A319,ARRIVAL,27R,LM,29:15:37:34,29:16:08:32,29:16:08:32,29:16:08:32,1858,2561854,2563712,41,1858,1725.34146341463,38,-3,18403
A320,ARRIVAL,27R,LM,29:15:38:50,29:16:09:50,29:16:09:50,29:16:09:50,1860,2561930,2563790,41,1860,1720.63414634146,38,-3,18404
B772,ARRIVAL,27R,H,29:15:40:08,29:16:11:06,29:16:11:06,29:16:11:06,1858,2562008,2563866,41,1858,1716.41463414634,38,-3,18405
A320,ARRIVAL,27R,LM,29:15:42:28,29:16:13:19,29:16:13:19,29:16:13:19,1851,2562148,2563999,41,1851,1712.29268292683,39,-2,18406
A319,ARRIVAL,27R,LM,29:15:43:47,29:16:14:37,29:16:14:37,29:16:14:37,1850,2562227,2564077,41,1850,1708.12195121951,40,-1,18407
A320,ARRIVAL,27R,LM,29:15:45:08,29:16:15:55,29:16:15:55,29:16:15:55,1847,2562308,2564155,41,1847,1703.85365853659,39,-2,18408
A320,ARRIVAL,27R,LM,29:15:46:21,29:16:17:13,29:16:17:13,29:16:17:13,1852,2562381,2564233,41,1852,1699.9512195122,39,-2,18409
A319,ARRIVAL,27R,LM,29:15:48:00,29:16:18:31,29:16:18:31,29:16:18:31,1831,2562480,2564311,41,1831,1695.87804878049,39,-2,18410
A320,ARRIVAL,27R,LM,29:15:49:09,29:16:19:49,29:16:19:49,29:16:19:49,1840,2562549,2564389,41,1840,1691.90243902439,39,-2,18411
A319,ARRIVAL,27R,LM,29:15:50:39,29:16:21:07,29:16:21:07,29:16:21:07,1828,2562639,2564467,41,1828,1688.07317073171,39,-2,18412
E190,ARRIVAL,27R,LM,29:15:52:05,29:16:22:25,29:16:22:25,29:16:22:25,1820,2562725,2564545,41,1820,1684.85365853659,39,-2,18413
B763,ARRIVAL,27R,H,29:15:53:15,29:16:23:41,29:16:23:41,29:16:23:41,1826,2562795,2564621,41,1826,1682.51219512195,39,-2,18414
A319,ARRIVAL,27R,LM,29:15:55:30,29:16:25:54,29:16:25:54,29:16:25:54,1824,2562930,2564754,41,1824,1682.21951219512,41,0,18415
