Flight ID,Demand Type,Runway,WVC,Scheduled,Averaged Actual,Minimum Actual,Maximum Actual,Average Delay [s],,,Flow,Delay,AvDelay,Demand,,
A319,ARRIVAL,27R,LM,5:07:55:08,5:08:07:22,5:08:07:22,5:08:07:22,734,460508,461242,40,734,733.825,40,0,2670
A320,ARRIVAL,27R,LM,5:07:56:24,5:08:08:40,5:08:08:40,5:08:08:40,736,460584,461320,40,736,734.95,40,0,2671
A320,ARRIVAL,27R,LM,5:07:57:35,5:08:09:58,5:08:09:58,5:08:09:58,743,460655,461398,40,743,735.6,40,0,2672
B77W,ARRIVAL,27R,H,5:07:58:29,5:08:11:14,5:08:11:14,5:08:11:14,765,460709,461474,40,765,736.65,40,0,2673
A319,ARRIVAL,27R,LM,5:08:01:08,5:08:13:27,5:08:13:27,5:08:13:27,739,460868,461607,40,739,736.425,40,0,2674
A319,ARRIVAL,27R,LM,5:08:02:10,5:08:14:45,5:08:14:45,5:08:14:45,755,460930,461685,40,755,731.75,39,-1,2675
A320,ARRIVAL,27R,LM,5:08:03:15,5:08:16:03,5:08:16:03,5:08:16:03,768,460995,461763,39,768,731.153846153846,38,-1,2676
B733,ARRIVAL,27R,LM,5:08:04:35,5:08:17:21,5:08:17:21,5:08:17:21,766,461075,461841,39,766,725.48717948718,37,-2,2677
A319,ARRIVAL,27R,LM,5:08:05:52,5:08:18:39,5:08:18:39,5:08:18:39,767,461152,461919,39,767,719.769230769231,37,-2,2678
B772,ARRIVAL,27R,H,5:08:07:04,5:08:19:55,5:08:19:55,5:08:19:55,771,461224,461995,39,771,713.692307692308,37,-2,2679
A320,ARRIVAL,27R,LM,5:08:09:19,5:08:22:08,5:08:22:08,5:08:22:08,769,461359,462128,39,769,707.589743589744,37,-2,2680
A321,ARRIVAL,27R,LM,5:08:10:35,5:08:23:26,5:08:23:26,5:08:23:26,771,461435,462206,39,771,701.333333333333,36,-3,2681
A321,ARRIVAL,27R,LM,5:08:12:17,5:08:24:44,5:08:24:44,5:08:24:44,747,461537,462284,39,747,694.74358974359,36,-3,2682
A321,ARRIVAL,27R,LM,5:08:13:49,5:08:26:02,5:08:26:02,5:08:26:02,733,461629,462362,39,733,688.358974358974,36,-3,2683
A320,ARRIVAL,27R,LM,5:08:15:05,5:08:27:20,5:08:27:20,5:08:27:20,735,461705,462440,39,735,682.564102564103,36,-3,2684
B736,ARRIVAL,27R,LM,5:08:16:51,5:08:28:38,5:08:28:38,5:08:28:38,707,461811,462518,39,707,676.717948717949,36,-3,2685
A321,ARRIVAL,27R,LM,5:08:18:15,5:08:29:56,5:08:29:56,5:08:29:56,701,461895,462596,39,701,671.769230769231,36,-3,2686
A319,ARRIVAL,27R,LM,5:08:19:50,5:08:31:14,5:08:31:14,5:08:31:14,684,461990,462674,38,684,671,36,-2,2687
A319,ARRIVAL,27R,LM,5:08:21:31,5:08:32:32,5:08:32:32,5:08:32:32,661,462091,462752,38,661,666.421052631579,37,-1,2688
A343,ARRIVAL,27R,H,5:08:23:02,5:08:33:48,5:08:33:48,5:08:33:48,646,462182,462828,38,646,662.473684210526,36,-2,2689
A321,ARRIVAL,27R,LM,5:08:25:02,5:08:36:01,5:08:36:01,5:08:36:01,659,462302,462961,39,659,655.051282051282,37,-2,2690
A321,ARRIVAL,27R,LM,5:08:26:02,5:08:37:19,5:08:37:19,5:08:37:19,677,462362,463039,38,677,654.947368421053,36,-2,2691
A343,ARRIVAL,27R,H,5:08:27:35,5:08:38:35,5:08:38:35,5:08:38:35,660,462455,463115,38,660,650.868421052632,37,-1,2692
A319,ARRIVAL,27R,LM,5:08:29:41,5:08:40:48,5:08:40:48,5:08:40:48,667,462581,463248,38,667,647.868421052632,37,-1,2693
A320,ARRIVAL,27R,LM,5:08:30:58,5:08:42:06,5:08:42:06,5:08:42:06,668,462658,463326,38,668,644.763157894737,37,-1,2694
B763,ARRIVAL,27R,H,5:08:31:59,5:08:43:22,5:08:43:22,5:08:43:22,683,462719,463402,38,683,641.631578947368,36,-2,2695
B739,ARRIVAL,27R,LM,5:08:33:07,5:08:45:35,5:08:45:35,5:08:45:35,748,462787,463535,38,748,638.421052631579,36,-2,2696
A321,ARRIVAL,27R,LM,5:08:34:35,5:08:46:53,5:08:46:53,5:08:46:53,738,462875,463613,38,738,633.473684210526,36,-2,2697
B772,ARRIVAL,27R,H,5:08:35:49,5:08:48:09,5:08:48:09,5:08:48:09,740,462949,463689,38,740,629.21052631579,35,-3,2698
B744,ARRIVAL,27R,H,5:08:37:33,5:08:49:59,5:08:49:59,5:08:49:59,746,463053,463799,38,746,624.894736842105,36,-2,2699
B763,ARRIVAL,27R,H,5:08:39:28,5:08:51:49,5:08:51:49,5:08:51:49,741,463168,463909,38,741,621.078947368421,36,-2,2700
A320,ARRIVAL,27R,LM,5:08:41:18,5:08:54:02,5:08:54:02,5:08:54:02,764,463278,464042,38,764,617.394736842105,36,-2,2701
A320,ARRIVAL,27R,LM,5:08:42:22,5:08:55:20,5:08:55:20,5:08:55:20,778,463342,464120,38,778,613.21052631579,36,-2,2702
A320,ARRIVAL,27R,LM,5:08:43:36,5:08:56:38,5:08:56:38,5:08:56:38,782,463416,464198,38,782,608.815789473684,35,-3,2703
A319,ARRIVAL,27R,LM,5:08:45:07,5:08:57:56,5:08:57:56,5:08:57:56,769,463507,464276,38,769,604.473684210526,36,-2,2704
B772,ARRIVAL,27R,H,5:08:46:30,5:08:59:12,5:08:59:12,5:08:59:12,762,463590,464352,38,762,600.447368421053,36,-2,2705
B744,ARRIVAL,27R,H,5:08:48:07,5:09:01:02,5:09:01:02,5:09:01:02,775,463687,464462,38,775,596.236842105263,36,-2,2706
A321,ARRIVAL,27R,LM,5:08:50:15,5:09:03:15,5:09:03:15,5:09:03:15,780,463815,464595,39,780,592.333333333333,37,-2,2707
B752,ARRIVAL,27R,H,5:08:52:00,5:09:04:31,5:09:04:31,5:09:04:31,751,463920,464671,38,751,587.394736842105,37,-1,2708
B772,ARRIVAL,27R,H,5:08:53:34,5:09:06:21,5:09:06:21,5:09:06:21,767,464014,464781,38,767,584.236842105263,37,-1,2709
A320,ARRIVAL,27R,LM,5:08:55:35,5:09:08:34,5:09:08:34,5:09:08:34,779,464135,464914,39,779,582.717948717949,37,-2,2710
A319,ARRIVAL,27R,LM,5:08:57:10,5:09:09:52,5:09:09:52,5:09:09:52,762,464230,464992,38,762,577.552631578947,37,-1,2711
A321,ARRIVAL,27R,LM,5:08:58:05,5:09:11:10,5:09:11:10,5:09:11:10,785,464285,465070,38,785,574.236842105263,37,-1,2712
B744,ARRIVAL,27R,H,5:08:59:50,5:09:12:26,5:09:12:26,5:09:12:26,756,464390,465146,38,756,570.684210526316,36,-2,2713
B77W,ARRIVAL,27R,H,5:09:05:04,5:09:14:16,5:09:14:16,5:09:14:16,552,464704,465256,38,552,568.578947368421,39,1,2714
B772,ARRIVAL,27R,H,5:09:06:59,5:09:16:06,5:09:16:06,5:09:16:06,547,464819,465366,38,547,571.421052631579,40,2,2715
A321,ARRIVAL,27R,LM,5:09:09:16,5:09:18:19,5:09:18:19,5:09:18:19,543,464956,465499,38,543,575.157894736842,40,2,2716
B763,ARRIVAL,27R,H,5:09:10:45,5:09:19:35,5:09:19:35,5:09:19:35,530,465045,465575,38,530,578.921052631579,40,2,2717
A319,ARRIVAL,27R,LM,5:09:12:55,5:09:21:48,5:09:21:48,5:09:21:48,533,465175,465708,39,533,585.333333333333,41,2,2718
A320,ARRIVAL,27R,LM,5:09:14:21,5:09:23:06,5:09:23:06,5:09:23:06,525,465261,465786,39,525,589.25641025641,40,1,2719
A319,ARRIVAL,27R,LM,5:09:15:50,5:09:24:24,5:09:24:24,5:09:24:24,514,465350,465864,39,514,593.025641025641,41,2,2720
A320,ARRIVAL,27R,LM,5:09:17:24,5:09:25:42,5:09:25:42,5:09:25:42,498,465444,465942,39,498,594.384615384615,41,2,2721
B738,ARRIVAL,27R,LM,5:09:18:33,5:09:27:00,5:09:27:00,5:09:27:00,507,465513,466020,38,507,596.921052631579,41,3,2722
A320,ARRIVAL,27R,LM,5:09:19:51,5:09:28:18,5:09:28:18,5:09:28:18,507,465591,466098,38,507,601.868421052632,40,2,2723
B763,ARRIVAL,27R,H,5:09:21:00,5:09:29:34,5:09:29:34,5:09:29:34,514,465660,466174,38,514,607,40,2,2724
A320,ARRIVAL,27R,LM,5:09:23:17,5:09:31:47,5:09:31:47,5:09:31:47,510,465797,466307,39,510,613.692307692308,41,2,2725
A320,ARRIVAL,27R,LM,5:09:24:34,5:09:33:05,5:09:33:05,5:09:33:05,511,465874,466385,38,511,616.421052631579,41,3,2726
A320,ARRIVAL,27R,LM,5:09:26:06,5:09:34:23,5:09:34:23,5:09:34:23,497,465966,466463,38,497,621.184210526316,41,3,2727
B764,ARRIVAL,27R,H,5:09:26:57,5:09:35:39,5:09:35:39,5:09:35:39,522,466017,466539,38,522,626.552631578947,41,3,2728
B763,ARRIVAL,27R,H,5:09:28:47,5:09:37:29,5:09:37:29,5:09:37:29,522,466127,466649,38,522,632.921052631579,41,3,2729
B772,ARRIVAL,27R,H,5:09:30:13,5:09:39:19,5:09:39:19,5:09:39:19,546,466213,466759,38,546,639.815789473684,41,3,2730
A332,ARRIVAL,27R,H,5:09:32:00,5:09:41:09,5:09:41:09,5:09:41:09,549,466320,466869,38,549,646.578947368421,41,3,2731
B772,ARRIVAL,27R,H,5:09:33:50,5:09:42:59,5:09:42:59,5:09:42:59,549,466430,466979,39,549,656.692307692308,42,3,2732
A320,ARRIVAL,27R,LM,5:09:35:51,5:09:45:12,5:09:45:12,5:09:45:12,561,466551,467112,39,561,662.666666666667,42,3,2733
E190,ARRIVAL,27R,LM,5:09:37:10,5:09:46:30,5:09:46:30,5:09:46:30,560,466630,467190,39,560,668.435897435897,41,2,2734
B744,ARRIVAL,27R,H,5:09:38:10,5:09:47:46,5:09:47:46,5:09:47:46,576,466690,467266,39,576,674.076923076923,41,2,2735
B763,ARRIVAL,27R,H,5:09:40:00,5:09:49:36,5:09:49:36,5:09:49:36,576,466800,467376,39,576,679.410256410256,41,2,2736
B772,ARRIVAL,27R,H,5:09:41:25,5:09:51:26,5:09:51:26,5:09:51:26,601,466885,467486,39,601,685.076923076923,42,3,2737
A319,ARRIVAL,27R,LM,5:09:43:38,5:09:53:39,5:09:53:39,5:09:53:39,601,467018,467619,40,601,692.975,42,2,2738
B737,ARRIVAL,27R,LM,5:09:44:52,5:09:54:57,5:09:54:57,5:09:54:57,605,467092,467697,40,605,697.875,42,2,2739
A320,ARRIVAL,27R,LM,5:09:46:04,5:09:56:15,5:09:56:15,5:09:56:15,611,467164,467775,40,611,702.85,42,2,2740
A320,ARRIVAL,27R,LM,5:09:47:16,5:09:57:33,5:09:57:33,5:09:57:33,617,467236,467853,39,617,705.205128205128,41,2,2741
A320,ARRIVAL,27R,LM,5:09:48:35,5:09:58:51,5:09:58:51,5:09:58:51,616,467315,467931,39,616,710.666666666667,41,2,2742
A319,ARRIVAL,27R,LM,5:09:50:07,5:10:00:09,5:10:00:09,5:10:00:09,602,467407,468009,39,602,716.589743589744,41,2,2743
A320,ARRIVAL,27R,LM,5:09:51:16,5:10:01:27,5:10:01:27,5:10:01:27,611,467476,468087,38,611,719.605263157895,41,3,2744
B772,ARRIVAL,27R,H,5:09:52:35,5:10:02:43,5:10:02:43,5:10:02:43,608,467555,468163,38,608,725.157894736842,41,3,2745
B772,ARRIVAL,27R,H,5:09:54:02,5:10:04:33,5:10:04:33,5:10:04:33,631,467642,468273,39,631,734.358974358974,41,2,2746
B763,ARRIVAL,27R,H,5:09:55:41,5:10:06:23,5:10:06:23,5:10:06:23,642,467741,468383,39,642,739.923076923077,41,2,2747
B763,ARRIVAL,27R,H,5:09:57:23,5:10:08:13,5:10:08:13,5:10:08:13,650,467843,468493,39,650,745.564102564103,41,2,2748
A319,ARRIVAL,27R,LM,5:09:59:50,5:10:10:26,5:10:10:26,5:10:10:26,636,467990,468626,39,636,751.538461538462,41,2,2749
A319,ARRIVAL,27R,LM,5:10:00:54,5:10:11:44,5:10:11:44,5:10:11:44,650,468054,468704,39,650,758,40,1,2750
B744,ARRIVAL,27R,H,5:10:01:44,5:10:13:00,5:10:13:00,5:10:13:00,676,468104,468780,39,676,761.769230769231,41,2,2751
B772,ARRIVAL,27R,H,5:10:03:50,5:10:14:50,5:10:14:50,5:10:14:50,660,468230,468890,39,660,764.974358974359,42,3,2752
A320,ARRIVAL,27R,LM,5:10:05:34,5:10:17:03,5:10:17:03,5:10:17:03,689,468334,469023,39,689,771.589743589744,41,2,2753
A319,ARRIVAL,27R,LM,5:10:06:55,5:10:18:21,5:10:18:21,5:10:18:21,686,468415,469101,39,686,777.538461538462,41,2,2754
A319,ARRIVAL,27R,LM,5:10:08:21,5:10:19:39,5:10:19:39,5:10:19:39,678,468501,469179,39,678,784.179487179487,41,2,2755
A319,ARRIVAL,27R,LM,5:10:09:36,5:10:20:57,5:10:20:57,5:10:20:57,681,468576,469257,38,681,786.973684210526,41,3,2756
A321,ARRIVAL,27R,LM,5:10:10:49,5:10:22:15,5:10:22:15,5:10:22:15,686,468649,469335,38,686,793.473684210526,41,3,2757
A320,ARRIVAL,27R,LM,5:10:12:21,5:10:23:33,5:10:23:33,5:10:23:33,672,468741,469413,38,672,800.421052631579,40,2,2758
A332,ARRIVAL,27R,H,5:10:15:22,5:10:24:49,5:10:24:49,5:10:24:49,567,468922,469489,37,567,803.891891891892,41,4,2759
A321,ARRIVAL,27R,LM,5:10:15:27,5:10:27:02,5:10:27:02,5:10:27:02,695,468927,469622,38,695,818.289473684211,40,2,2760
A319,ARRIVAL,27R,LM,5:10:16:38,5:10:28:20,5:10:28:20,5:10:28:20,702,468998,469700,37,702,821.621621621622,40,3,2761
B77W,ARRIVAL,27R,H,5:10:17:54,5:10:29:36,5:10:29:36,5:10:29:36,702,469074,469776,37,702,828.189189189189,40,3,2762
A333,ARRIVAL,27R,H,5:10:20:06,5:10:31:26,5:10:31:26,5:10:31:26,680,469206,469886,37,680,834.540540540541,40,3,2763
A320,ARRIVAL,27R,LM,5:10:22:07,5:10:33:39,5:10:33:39,5:10:33:39,692,469327,470019,38,692,845.263157894737,40,2,2764
B752,ARRIVAL,27R,H,5:10:23:14,5:10:34:55,5:10:34:55,5:10:34:55,701,469394,470095,38,701,852,40,2,2765
B772,ARRIVAL,27R,H,5:10:24:01,5:10:36:45,5:10:36:45,5:10:36:45,764,469441,470205,38,764,858.552631578947,40,2,2766
E190,ARRIVAL,27R,LM,5:10:25:54,5:10:38:58,5:10:38:58,5:10:38:58,784,469554,470338,38,784,862.631578947368,40,2,2767
B738,ARRIVAL,27R,LM,5:10:26:53,5:10:40:16,5:10:40:16,5:10:40:16,803,469613,470416,38,803,865.868421052632,39,1,2768
A320,ARRIVAL,27R,LM,5:10:28:22,5:10:41:34,5:10:41:34,5:10:41:34,792,469702,470494,38,792,867.552631578947,39,1,2769
A320,ARRIVAL,27R,LM,5:10:29:34,5:10:42:52,5:10:42:52,5:10:42:52,798,469774,470572,38,798,869.28947368421,39,1,2770
A319,ARRIVAL,27R,LM,5:10:31:08,5:10:44:10,5:10:44:10,5:10:44:10,782,469868,470650,38,782,871.078947368421,38,0,2771
A320,ARRIVAL,27R,LM,5:10:32:22,5:10:45:28,5:10:45:28,5:10:45:28,786,469942,470728,38,786,870.552631578947,37,-1,2772
A346,ARRIVAL,27R,H,5:10:33:44,5:10:46:44,5:10:46:44,5:10:46:44,780,470024,470804,37,780,872.837837837838,38,1,2773
A332,ARRIVAL,27R,H,5:10:35:30,5:10:48:34,5:10:48:34,5:10:48:34,784,470130,470914,37,784,875.783783783784,38,1,2774
A321,ARRIVAL,27R,LM,5:10:37:30,5:10:50:47,5:10:50:47,5:10:50:47,797,470250,471047,38,797,876.736842105263,39,1,2775
A321,ARRIVAL,27R,LM,5:10:38:37,5:10:52:05,5:10:52:05,5:10:52:05,808,470317,471125,38,808,878.842105263158,38,0,2776
A319,ARRIVAL,27R,LM,5:10:40:09,5:10:53:23,5:10:53:23,5:10:53:23,794,470409,471203,38,794,880.315789473684,38,0,2777
A319,ARRIVAL,27R,LM,5:10:41:24,5:10:54:41,5:10:54:41,5:10:54:41,797,470484,471281,37,797,882.648648648649,38,1,2778
A306,ARRIVAL,27R,H,5:10:42:33,5:10:55:57,5:10:55:57,5:10:55:57,804,470553,471357,37,804,884.378378378378,38,1,2779
B744,ARRIVAL,27R,H,5:10:43:57,5:10:57:47,5:10:57:47,5:10:57:47,830,470637,471467,37,830,886.459459459459,38,1,2780
B77W,ARRIVAL,27R,H,5:10:45:30,5:10:59:37,5:10:59:37,5:10:59:37,847,470730,471577,37,847,888.135135135135,37,0,2781
A319,ARRIVAL,27R,LM,5:10:48:08,5:11:01:50,5:11:01:50,5:11:01:50,822,470888,471710,37,822,889.675675675676,39,2,2782
A320,ARRIVAL,27R,LM,5:10:49:05,5:11:03:08,5:11:03:08,5:11:03:08,843,470945,471788,37,843,892,39,2,2783
A320,ARRIVAL,27R,LM,5:10:50:17,5:11:04:26,5:11:04:26,5:11:04:26,849,471017,471866,37,849,894.27027027027,38,1,2784
B772,ARRIVAL,27R,H,5:10:51:34,5:11:05:42,5:11:05:42,5:11:05:42,848,471094,471942,37,848,896.432432432432,38,1,2785
B764,ARRIVAL,27R,H,5:10:53:10,5:11:07:32,5:11:07:32,5:11:07:32,862,471190,472052,37,862,899.216216216216,38,1,2786
A321,ARRIVAL,27R,LM,5:10:55:02,5:11:09:45,5:11:09:45,5:11:09:45,883,471302,472185,37,883,901.972972972973,38,1,2787
B763,ARRIVAL,27R,H,5:10:56:13,5:11:11:01,5:11:11:01,5:11:11:01,888,471373,472261,37,888,904.945945945946,38,1,2788
B744,ARRIVAL,27R,H,5:10:59:34,5:11:12:51,5:11:12:51,5:11:12:51,797,471574,472371,37,797,907.621621621622,38,1,2789
B744,ARRIVAL,27R,H,5:11:01:20,5:11:14:41,5:11:14:41,5:11:14:41,801,471680,472481,37,801,913.297297297297,40,3,2790
A320,ARRIVAL,27R,LM,5:11:01:36,5:11:16:54,5:11:16:54,5:11:16:54,918,471696,472614,38,918,915.815789473684,39,1,2791
A320,ARRIVAL,27R,LM,5:11:02:51,5:11:18:12,5:11:18:12,5:11:18:12,921,471771,472692,38,921,917.552631578947,39,1,2792
A346,ARRIVAL,27R,H,5:11:03:43,5:11:19:28,5:11:19:28,5:11:19:28,945,471823,472768,38,945,919.28947368421,39,1,2793
B772,ARRIVAL,27R,H,5:11:05:50,5:11:21:18,5:11:21:18,5:11:21:18,928,471950,472878,38,928,920.657894736842,39,1,2794
B77W,ARRIVAL,27R,H,5:11:07:18,5:11:23:08,5:11:23:08,5:11:23:08,950,472038,472988,38,950,922.921052631579,39,1,2795
B763,ARRIVAL,27R,H,5:11:09:04,5:11:24:58,5:11:24:58,5:11:24:58,954,472144,473098,38,954,926.894736842105,38,0,2796
B744,ARRIVAL,27R,H,5:11:10:44,5:11:26:48,5:11:26:48,5:11:26:48,964,472244,473208,37,964,926.162162162162,38,1,2797
A321,ARRIVAL,27R,LM,5:11:13:16,5:11:29:01,5:11:29:01,5:11:29:01,945,472396,473341,37,945,929.540540540541,37,0,2798
A319,ARRIVAL,27R,LM,5:11:14:42,5:11:30:19,5:11:30:19,5:11:30:19,937,472482,473419,37,937,929.432432432432,39,2,2799
A320,ARRIVAL,27R,LM,5:11:15:34,5:11:31:37,5:11:31:37,5:11:31:37,963,472534,473497,37,963,931.72972972973,38,1,2800
A320,ARRIVAL,27R,LM,5:11:16:56,5:11:32:55,5:11:32:55,5:11:32:55,959,472616,473575,36,959,930.861111111111,37,1,2801
B763,ARRIVAL,27R,H,5:11:18:23,5:11:34:11,5:11:34:11,5:11:34:11,948,472703,473651,36,948,935.388888888889,37,1,2802
B738,ARRIVAL,27R,LM,5:11:20:34,5:11:36:24,5:11:36:24,5:11:36:24,950,472834,473784,37,950,938.594594594595,39,2,2803
A319,ARRIVAL,27R,LM,5:11:22:23,5:11:37:42,5:11:37:42,5:11:37:42,919,472943,473862,37,919,941.432432432432,39,2,2804
A319,ARRIVAL,27R,LM,5:11:23:53,5:11:39:00,5:11:39:00,5:11:39:00,907,473033,473940,37,907,946.891891891892,39,2,2805
A320,ARRIVAL,27R,LM,5:11:25:51,5:11:40:18,5:11:40:18,5:11:40:18,867,473151,474018,37,867,951.864864864865,40,3,2806
B772,ARRIVAL,27R,H,5:11:27:16,5:11:41:34,5:11:41:34,5:11:41:34,858,473236,474094,37,858,957,41,4,2807
B772,ARRIVAL,27R,H,5:11:28:58,5:11:43:24,5:11:43:24,5:11:43:24,866,473338,474204,37,866,963.45945945946,40,3,2808
B744,ARRIVAL,27R,H,5:11:32:32,5:11:45:14,5:11:45:14,5:11:45:14,762,473552,474314,38,762,974.578947368421,42,4,2809
A319,ARRIVAL,27R,LM,5:11:32:38,5:11:47:27,5:11:47:27,5:11:47:27,889,473558,474447,38,889,985.157894736842,41,3,2810
A319,ARRIVAL,27R,LM,5:11:34:37,5:11:48:45,5:11:48:45,5:11:48:45,848,473677,474525,37,848,987.756756756757,41,4,2811
A319,ARRIVAL,27R,LM,5:11:35:55,5:11:50:03,5:11:50:03,5:11:50:03,848,473755,474603,37,848,996.243243243243,41,4,2812
B764,ARRIVAL,27R,H,5:11:36:42,5:11:51:19,5:11:51:19,5:11:51:19,877,473802,474679,37,877,1004.35135135135,41,4,2813
B77L,ARRIVAL,27R,H,5:11:38:45,5:11:53:09,5:11:53:09,5:11:53:09,864,473925,474789,38,864,1013.44736842105,41,3,2814
A319,ARRIVAL,27R,LM,5:11:41:01,5:11:55:22,5:11:55:22,5:11:55:22,861,474061,474922,39,861,1023.48717948718,41,2,2815
B763,ARRIVAL,27R,H,5:11:41:57,5:11:56:38,5:11:56:38,5:11:56:38,881,474117,474998,39,881,1029.46153846154,40,1,2816
B772,ARRIVAL,27R,H,5:11:43:36,5:11:58:28,5:11:58:28,5:11:58:28,892,474216,475108,39,892,1033.82051282051,42,3,2817
A319,ARRIVAL,27R,LM,5:11:45:37,5:12:00:41,5:12:00:41,5:12:00:41,904,474337,475241,39,904,1038.17948717949,42,3,2818
A319,ARRIVAL,27R,LM,5:11:46:51,5:12:01:59,5:12:01:59,5:12:01:59,908,474411,475319,39,908,1043.84615384615,42,3,2819
A319,ARRIVAL,27R,LM,5:11:47:50,5:12:03:17,5:12:03:17,5:12:03:17,927,474470,475397,39,927,1050.97435897436,41,2,2820
B752,ARRIVAL,27R,H,5:11:49:04,5:12:04:33,5:12:04:33,5:12:04:33,929,474544,475473,38,929,1054.23684210526,41,3,2821
A320,ARRIVAL,27R,LM,5:11:50:55,5:12:06:46,5:12:06:46,5:12:06:46,951,474655,475606,39,951,1063.41025641026,42,3,2822
B763,ARRIVAL,27R,H,5:11:51:58,5:12:08:02,5:12:08:02,5:12:08:02,964,474718,475682,39,964,1067.97435897436,41,2,2823
A333,ARRIVAL,27R,H,5:11:53:19,5:12:09:52,5:12:09:52,5:12:09:52,993,474799,475792,39,993,1073.05128205128,41,2,2824
A319,ARRIVAL,27R,LM,5:11:55:38,5:12:12:05,5:12:12:05,5:12:12:05,987,474938,475925,40,987,1079.475,41,1,2825
A320,ARRIVAL,27R,LM,5:11:56:36,5:12:13:23,5:12:13:23,5:12:13:23,1007,474996,476003,39,1007,1081.84615384615,41,2,2826
A319,ARRIVAL,27R,LM,5:11:59:54,5:12:14:41,5:12:14:41,5:12:14:41,887,475194,476081,39,887,1085.61538461538,41,2,2827
A320,ARRIVAL,27R,LM,5:12:00:36,5:12:15:59,5:12:15:59,5:12:15:59,923,475236,476159,39,923,1092.23076923077,41,2,2828
A320,ARRIVAL,27R,LM,5:12:00:53,5:12:17:17,5:12:17:17,5:12:17:17,984,475253,476237,39,984,1096.23076923077,40,1,2829
A319,ARRIVAL,27R,LM,5:12:02:08,5:12:18:35,5:12:18:35,5:12:18:35,987,475328,476315,39,987,1098.07692307692,39,0,2830
B752,ARRIVAL,27R,H,5:12:03:14,5:12:19:51,5:12:19:51,5:12:19:51,997,475394,476391,39,997,1098.79487179487,40,1,2831
B763,ARRIVAL,27R,H,5:12:04:47,5:12:21:41,5:12:21:41,5:12:21:41,1014,475487,476501,39,1014,1101.71794871795,40,1,2832
A388,ARRIVAL,27R,A380-800,5:12:06:32,5:12:24:53,5:12:24:53,5:12:24:53,1101,475592,476693,40,1101,1104.9,40,0,2833
A320,ARRIVAL,27R,LM,5:12:09:36,5:12:27:45,5:12:27:45,5:12:27:45,1089,475776,476865,41,1089,1106.78048780488,42,1,2834
B744,ARRIVAL,27R,H,5:12:13:20,5:12:29:01,5:12:29:01,5:12:29:01,941,476000,476941,41,941,1110.19512195122,44,3,2835
B772,ARRIVAL,27R,H,5:12:13:49,5:12:30:51,5:12:30:51,5:12:30:51,1022,476029,477051,41,1022,1116.17073170732,44,3,2836
A319,ARRIVAL,27R,LM,5:12:14:22,5:12:33:04,5:12:33:04,5:12:33:04,1122,476062,477184,41,1122,1121.60975609756,43,2,2837
B738,ARRIVAL,27R,LM,5:12:18:03,5:12:34:22,5:12:34:22,5:12:34:22,979,476283,477262,41,979,1125.29268292683,44,3,2838
A319,ARRIVAL,27R,LM,5:12:18:37,5:12:35:40,5:12:35:40,5:12:35:40,1023,476317,477340,41,1023,1132.60975609756,43,2,2839
A320,ARRIVAL,27R,LM,5:12:19:23,5:12:36:58,5:12:36:58,5:12:36:58,1055,476363,477418,41,1055,1138.87804878049,42,1,2840
A321,ARRIVAL,27R,LM,5:12:19:35,5:12:38:16,5:12:38:16,5:12:38:16,1121,476375,477496,41,1121,1144.53658536585,42,1,2841
A319,ARRIVAL,27R,LM,5:12:21:23,5:12:39:34,5:12:39:34,5:12:39:34,1091,476483,477574,41,1091,1145.63414634146,42,1,2842
B738,ARRIVAL,27R,LM,5:12:23:15,5:12:40:52,5:12:40:52,5:12:40:52,1057,476595,477652,41,1057,1147.90243902439,43,2,2843
A319,ARRIVAL,27R,LM,5:12:23:53,5:12:42:10,5:12:42:10,5:12:42:10,1097,476633,477730,40,1097,1150.175,42,2,2844
B733,ARRIVAL,27R,LM,5:12:24:21,5:12:43:28,5:12:43:28,5:12:43:28,1147,476661,477808,40,1147,1153.325,41,1,2845
B763,ARRIVAL,27R,H,5:12:26:19,5:12:44:44,5:12:44:44,5:12:44:44,1105,476779,477884,40,1105,1156.5,40,0,2846
B764,ARRIVAL,27R,H,5:12:27:10,5:12:46:34,5:12:46:34,5:12:46:34,1164,476830,477994,41,1164,1151.0243902439,40,-1,2847
A319,ARRIVAL,27R,LM,5:12:29:25,5:12:48:47,5:12:48:47,5:12:48:47,1162,476965,478127,41,1162,1143.12195121951,39,-2,2848
A319,ARRIVAL,27R,LM,5:12:30:57,5:12:50:05,5:12:50:05,5:12:50:05,1148,477057,478205,41,1148,1135.17073170732,39,-2,2849
A321,ARRIVAL,27R,LM,5:12:32:22,5:12:51:23,5:12:51:23,5:12:51:23,1141,477142,478283,41,1141,1126.63414634146,38,-3,2850
B737,ARRIVAL,27R,LM,5:12:34:35,5:12:52:41,5:12:52:41,5:12:52:41,1086,477275,478361,40,1086,1126.275,38,-2,2851
A320,ARRIVAL,27R,LM,5:12:35:22,5:12:53:59,5:12:53:59,5:12:53:59,1117,477322,478439,40,1117,1120.8,37,-3,2852
A320,ARRIVAL,27R,LM,5:12:36:05,5:12:55:17,5:12:55:17,5:12:55:17,1152,477365,478517,40,1152,1113.9,37,-3,2853
B733,ARRIVAL,27R,LM,5:12:38:21,5:12:56:35,5:12:56:35,5:12:56:35,1094,477501,478595,39,1094,1112.92307692308,37,-2,2854
