Flow,Delay,AvDelay,Demand,Delayed Flights,n
43,241,216.953488372093,43,0,2500
44,296,217.409090909091,43,-1,2501
44,275,216.227272727273,43,-1,2502
43,293,214.860465116279,43,0,2503
43,284,214.139534883721,43,0,2504
43,266,213.06976744186,42,-1,2505
43,265,212.906976744186,43,0,2506
43,272,212.767441860465,43,0,2507
43,276,212.255813953488,43,0,2508
43,267,211.558139534884,43,0,2509
43,264,210.883720930233,43,0,2510
43,271,210.232558139535,42,-1,2511
43,226,209.53488372093,43,0,2512
43,190,209.697674418605,44,1,2513
43,160,210.906976744186,44,1,2514
43,175,212.162790697674,44,1,2515
43,154,213.488372093023,43,0,2516
43,165,212.837209302326,42,-1,2517
43,154,213.186046511628,43,0,2518
43,219,214.325581395349,43,0,2519
43,215,213.837209302326,43,0,2520
43,230,213.06976744186,42,-1,2521
42,219,212.666666666667,42,0,2522
42,196,213.142857142857,42,0,2523
42,188,213.761904761905,42,0,2524
42,195,214.357142857143,42,0,2525
42,199,214.547619047619,42,0,2526
42,190,214.404761904762,42,0,2527
43,196,209.744186046512,42,-1,2528
43,193,206.302325581395,41,-2,2529
43,211,201.813953488372,41,-2,2530
42,257,201.595238095238,40,-2,2531
42,233,195.476190476191,40,-2,2532
41,186,194.560975609756,40,-1,2533
40,182,194.775,40,0,2534
39,168,195.102564102564,39,0,2535
38,177,195.815789473684,38,0,2536
37,178,196.324324324324,37,0,2537
36,177,196.833333333333,36,0,2538
36,182,191.916666666667,35,-1,2539
35,173,192.2,34,-1,2540
35,226,187.257142857143,34,-1,2541
35,245,180.8,33,-2,2542
35,240,173.8,33,-2,2543
34,238,171.852941176471,32,-2,2544
34,244,164.852941176471,32,-2,2545
34,262,157.676470588235,32,-2,2546
33,238,154.515151515152,32,-1,2547
32,259,151.90625,31,-1,2548
31,259,148.451612903226,30,-1,2549
30,250,144.766666666667,30,0,2550
30,246,136.433333333333,29,-1,2551
29,238,132.655172413793,28,-1,2552
28,236,128.892857142857,27,-1,2553
27,241,124.925925925926,27,0,2554
26,233,120.461538461538,26,0,2555
25,242,115.96,25,0,2556
24,214,110.708333333333,24,0,2557
24,232,101.791666666667,23,-1,2558
23,126,96.1304347826087,23,0,2559
22,180,94.7727272727273,22,0,2560
21,203,90.7142857142857,21,0,2561
20,198,85.1,20,0,2562
19,182,79.1578947368421,19,0,2563
18,239,73.4444444444444,18,0,2564
17,222,63.7058823529412,17,0,2565
16,213,53.8125,16,0,2566
15,203,43.2,15,0,2567
14,193,31.7857142857143,14,0,2568
13,122,19.3846153846154,13,0,2569
12,82,10.8333333333333,12,0,2570
11,48,4.36363636363636,11,0,2571
10,0,0,10,0,2572
9,0,0,9,0,2573
8,0,0,8,0,2574
7,0,0,7,0,2575
6,0,0,6,0,2576
5,0,0,5,0,2577
4,0,0,4,0,2578
3,0,0,3,0,2579
2,0,0,2,0,2580
1,0,0,1,0,2581
1,0,0,1,0,2582
15,0,29.4666666666667,15,0,2583
15,0,29.4666666666667,15,0,2584
14,0,31.5714285714286,14,0,2585
13,0,34,13,0,2586
15,0,34,15,0,2587
14,0,36.4285714285714,14,0,2588
14,0,36.4285714285714,14,0,2589
16,0,39.1875,16,0,2590
15,46,41.8,15,0,2591
15,100,38.7333333333333,14,-1,2592
15,86,32.6666666666667,15,0,2593
14,168,28.8571428571429,14,0,2594
15,42,33.8,16,1,2595
16,0,53.5625,18,2,2596
19,0,84.7894736842105,24,5,2597
22,0,140.181818181818,27,5,2598
25,0,229.24,33,8,2599
27,0,287.148148148148,35,8,2600
27,68,312.074074074074,35,8,2601
30,0,381.233333333333,39,9,2602
30,66,409.566666666667,38,8,2603
30,5,436.233333333333,39,9,2604
30,46,465.766666666667,38,8,2605
31,0,506.032258064516,40,9,2606
31,9,535.774193548387,39,8,2607
32,105,580.5,39,7,2608
32,166,606.875,39,7,2609
32,185,630.53125,39,7,2610
32,207,654.5,39,7,2611
32,155,677.875,39,7,2612
32,184,702.96875,38,6,2613
32,190,727.96875,38,6,2614
32,225,749.6875,38,6,2615
33,281,772.575757575758,37,4,2616
33,329,790,37,4,2617
33,439,804.848484848485,36,3,2618
33,424,816.060606060606,36,3,2619
34,564,825.294117647059,35,1,2620
35,680,826.771428571429,35,0,2621
35,719,825.857142857143,34,-1,2622
34,684,829,34,0,2623
35,668,824.057142857143,35,0,2624
35,678,823.828571428571,35,0,2625
35,676,823.6,35,0,2626
35,673,823.085714285714,35,0,2627
36,740,819.111111111111,35,-1,2628
36,742,816.333333333333,35,-1,2629
36,784,815.055555555556,34,-2,2630
36,813,812.777777777778,35,-1,2631
36,850,810.111111111111,34,-2,2632
36,866,806.638888888889,35,-1,2633
36,891,802.972222222222,34,-2,2634
36,876,798.611111111111,34,-2,2635
37,884,793.324324324324,35,-2,2636
37,922,790.108108108108,35,-2,2637
37,943,785.162162162162,35,-2,2638
37,1033,780.081081081081,34,-3,2639
37,949,772.918918918919,35,-2,2640
38,923,767.947368421053,36,-2,2641
38,952,763.947368421053,36,-2,2642
38,955,759.131578947368,36,-2,2643
38,958,754.289473684211,36,-2,2644
39,984,748.333333333333,36,-3,2645
40,885,741.075,38,-2,2646
40,865,736.475,38,-2,2647
40,865,731.95,38,-2,2648
40,856,726.85,38,-2,2649
40,819,721.6,38,-2,2650
40,809,717.6,39,-1,2651
40,775,714.3,38,-2,2652
40,779,711.425,39,-1,2653
40,753,708.625,39,-1,2654
40,688,706.5,40,0,2655
40,648,706.375,41,1,2656
40,669,708.875,41,1,2657
40,671,710.6,41,1,2658
40,660,712.325,41,1,2659
40,670,714.475,41,1,2660
40,658,716.25,41,1,2661
40,677,718.9,41,1,2662
40,676,721.425,41,1,2663
40,640,724.075,41,1,2664
40,696,727.3,41,1,2665
40,702,728.95,41,1,2666
40,717,730.775,40,0,2667
40,725,732.35,40,0,2668
40,734,733,41,1,2669
40,734,733.825,40,0,2670
40,736,734.95,40,0,2671
40,743,735.6,40,0,2672
40,765,736.65,40,0,2673
40,739,736.425,40,0,2674
40,755,731.75,39,-1,2675
39,768,731.153846153846,38,-1,2676
39,766,725.48717948718,37,-2,2677
39,767,719.769230769231,37,-2,2678
39,771,713.692307692308,37,-2,2679
39,769,707.589743589744,37,-2,2680
39,771,701.333333333333,36,-3,2681
39,747,694.74358974359,36,-3,2682
39,733,688.358974358974,36,-3,2683
39,735,682.564102564103,36,-3,2684
39,707,676.717948717949,36,-3,2685
39,701,671.769230769231,36,-3,2686
38,684,671,36,-2,2687
38,661,666.421052631579,37,-1,2688
38,646,662.473684210526,36,-2,2689
39,659,655.051282051282,37,-2,2690
38,677,654.947368421053,36,-2,2691
38,660,650.868421052632,37,-1,2692
38,667,647.868421052632,37,-1,2693
38,668,644.763157894737,37,-1,2694
38,683,641.631578947368,36,-2,2695
38,748,638.421052631579,36,-2,2696
38,738,633.473684210526,36,-2,2697
38,740,629.21052631579,35,-3,2698
38,746,624.894736842105,36,-2,2699
38,741,621.078947368421,36,-2,2700
38,764,617.394736842105,36,-2,2701
38,778,613.21052631579,36,-2,2702
38,782,608.815789473684,35,-3,2703
38,769,604.473684210526,36,-2,2704
38,762,600.447368421053,36,-2,2705
38,775,596.236842105263,36,-2,2706
39,780,592.333333333333,37,-2,2707
38,751,587.394736842105,37,-1,2708
38,767,584.236842105263,37,-1,2709
39,779,582.717948717949,37,-2,2710
38,762,577.552631578947,37,-1,2711
38,785,574.236842105263,37,-1,2712
38,756,570.684210526316,36,-2,2713
38,552,568.578947368421,39,1,2714
38,547,571.421052631579,40,2,2715
38,543,575.157894736842,40,2,2716
38,530,578.921052631579,40,2,2717
39,533,585.333333333333,41,2,2718
39,525,589.25641025641,40,1,2719
39,514,593.025641025641,41,2,2720
39,498,594.384615384615,41,2,2721
38,507,596.921052631579,41,3,2722
38,507,601.868421052632,40,2,2723
38,514,607,40,2,2724
39,510,613.692307692308,41,2,2725
38,511,616.421052631579,41,3,2726
38,497,621.184210526316,41,3,2727
38,522,626.552631578947,41,3,2728
38,522,632.921052631579,41,3,2729
38,546,639.815789473684,41,3,2730
38,549,646.578947368421,41,3,2731
39,549,656.692307692308,42,3,2732
39,561,662.666666666667,42,3,2733
39,560,668.435897435897,41,2,2734
39,576,674.076923076923,41,2,2735
39,576,679.410256410256,41,2,2736
39,601,685.076923076923,42,3,2737
40,601,692.975,42,2,2738
40,605,697.875,42,2,2739
40,611,702.85,42,2,2740
39,617,705.205128205128,41,2,2741
39,616,710.666666666667,41,2,2742
39,602,716.589743589744,41,2,2743
38,611,719.605263157895,41,3,2744
38,608,725.157894736842,41,3,2745
39,631,734.358974358974,41,2,2746
39,642,739.923076923077,41,2,2747
39,650,745.564102564103,41,2,2748
39,636,751.538461538462,41,2,2749
39,650,758,40,1,2750
39,676,761.769230769231,41,2,2751
39,660,764.974358974359,42,3,2752
39,689,771.589743589744,41,2,2753
39,686,777.538461538462,41,2,2754
39,678,784.179487179487,41,2,2755
38,681,786.973684210526,41,3,2756
38,686,793.473684210526,41,3,2757
38,672,800.421052631579,40,2,2758
37,567,803.891891891892,41,4,2759
38,695,818.289473684211,40,2,2760
37,702,821.621621621622,40,3,2761
37,702,828.189189189189,40,3,2762
37,680,834.540540540541,40,3,2763
38,692,845.263157894737,40,2,2764
38,701,852,40,2,2765
38,764,858.552631578947,40,2,2766
38,784,862.631578947368,40,2,2767
38,803,865.868421052632,39,1,2768
38,792,867.552631578947,39,1,2769
38,798,869.28947368421,39,1,2770
38,782,871.078947368421,38,0,2771
38,786,870.552631578947,37,-1,2772
37,780,872.837837837838,38,1,2773
37,784,875.783783783784,38,1,2774
38,797,876.736842105263,39,1,2775
38,808,878.842105263158,38,0,2776
38,794,880.315789473684,38,0,2777
37,797,882.648648648649,38,1,2778
37,804,884.378378378378,38,1,2779
37,830,886.459459459459,38,1,2780
37,847,888.135135135135,37,0,2781
37,822,889.675675675676,39,2,2782
37,843,892,39,2,2783
37,849,894.27027027027,38,1,2784
37,848,896.432432432432,38,1,2785
37,862,899.216216216216,38,1,2786
37,883,901.972972972973,38,1,2787
37,888,904.945945945946,38,1,2788
37,797,907.621621621622,38,1,2789
37,801,913.297297297297,40,3,2790
38,918,915.815789473684,39,1,2791
38,921,917.552631578947,39,1,2792
38,945,919.28947368421,39,1,2793
38,928,920.657894736842,39,1,2794
38,950,922.921052631579,39,1,2795
38,954,926.894736842105,38,0,2796
37,964,926.162162162162,38,1,2797
37,945,929.540540540541,37,0,2798
37,937,929.432432432432,39,2,2799
37,963,931.72972972973,38,1,2800
36,959,930.861111111111,37,1,2801
36,948,935.388888888889,37,1,2802
37,950,938.594594594595,39,2,2803
37,919,941.432432432432,39,2,2804
37,907,946.891891891892,39,2,2805
37,867,951.864864864865,40,3,2806
37,858,957,41,4,2807
37,866,963.45945945946,40,3,2808
38,762,974.578947368421,42,4,2809
38,889,985.157894736842,41,3,2810
37,848,987.756756756757,41,4,2811
37,848,996.243243243243,41,4,2812
37,877,1004.35135135135,41,4,2813
38,864,1013.44736842105,41,3,2814
39,861,1023.48717948718,41,2,2815
39,881,1029.46153846154,40,1,2816
39,892,1033.82051282051,42,3,2817
39,904,1038.17948717949,42,3,2818
39,908,1043.84615384615,42,3,2819
39,927,1050.97435897436,41,2,2820
38,929,1054.23684210526,41,3,2821
39,951,1063.41025641026,42,3,2822
39,964,1067.97435897436,41,2,2823
39,993,1073.05128205128,41,2,2824
40,987,1079.475,41,1,2825
39,1007,1081.84615384615,41,2,2826
39,887,1085.61538461538,41,2,2827
39,923,1092.23076923077,41,2,2828
39,984,1096.23076923077,40,1,2829
39,987,1098.07692307692,39,0,2830
39,997,1098.79487179487,40,1,2831
39,1014,1101.71794871795,40,1,2832
40,1101,1104.9,40,0,2833
41,1089,1106.78048780488,42,1,2834
41,941,1110.19512195122,44,3,2835
41,1022,1116.17073170732,44,3,2836
41,1122,1121.60975609756,43,2,2837
41,979,1125.29268292683,44,3,2838
41,1023,1132.60975609756,43,2,2839
41,1055,1138.87804878049,42,1,2840
41,1121,1144.53658536585,42,1,2841
41,1091,1145.63414634146,42,1,2842
41,1057,1147.90243902439,43,2,2843
40,1097,1150.175,42,2,2844
40,1147,1153.325,41,1,2845
40,1105,1156.5,40,0,2846
41,1164,1151.0243902439,40,-1,2847
41,1162,1143.12195121951,39,-2,2848
41,1148,1135.17073170732,39,-2,2849
41,1141,1126.63414634146,38,-3,2850
40,1086,1126.275,38,-2,2851
40,1117,1120.8,37,-3,2852
40,1152,1113.9,37,-3,2853
39,1094,1112.92307692308,37,-2,2854
39,1051,1106.69230769231,37,-2,2855
40,1062,1094.725,37,-3,2856
40,1125,1088.375,37,-3,2857
39,1186,1087.4358974359,36,-3,2858
39,1169,1081,37,-2,2859
39,1172,1075.30769230769,36,-3,2860
39,1129,1069.97435897436,37,-2,2861
38,1162,1068.42105263158,36,-2,2862
38,1151,1063.52631578947,37,-1,2863
39,1172,1057.79487179487,36,-3,2864
40,1154,1051.075,38,-2,2865
40,1145,1043.05,37,-3,2866
39,1079,1040.4358974359,38,-1,2867
39,1056,1037.33333333333,37,-2,2868
39,1015,1033.74358974359,38,-1,2869
40,1111,1028.525,37,-3,2870
40,1117,1022,37,-3,2871
40,1126,1015.75,37,-3,2872
39,1125,1012.92307692308,37,-2,2873
39,1158,1007.38461538462,36,-3,2874
39,1229,1000.69230769231,35,-4,2875
39,1186,992.435897435897,36,-3,2876
39,1245,985.564102564103,36,-3,2877
39,1273,976.205128205128,35,-4,2878
39,1279,964.974358974359,35,-4,2879
39,1280,955.589743589744,35,-4,2880
39,1287,946.307692307692,35,-4,2881
39,1166,936.102564102564,35,-4,2882
39,1184,929.461538461539,34,-5,2883
39,1223,921.307692307692,36,-3,2884
39,1274,908.794871794872,35,-4,2885
38,1106,899.184210526316,37,-1,2886
39,931,889.205128205128,37,-2,2887
38,840,888.105263157895,38,0,2888
38,836,886.394736842105,38,0,2889
38,798,883.657894736842,38,0,2890
38,867,882.342105263158,38,0,2891
38,841,881.157894736842,37,-1,2892
37,851,882.243243243243,37,0,2893
37,805,881.216216216216,37,0,2894
37,874,878.675675675676,36,-1,2895
37,808,874.189189189189,36,-1,2896
37,935,872.351351351351,35,-2,2897
38,947,865.078947368421,36,-2,2898
38,964,861,36,-2,2899
38,976,852.28947368421,35,-3,2900
38,992,844.684210526316,36,-2,2901
38,999,834.394736842105,35,-3,2902
37,972,829.945945945946,35,-2,2903
37,989,823.45945945946,34,-3,2904
37,833,814.621621621622,36,-1,2905
37,958,808.027027027027,35,-2,2906
37,916,801.540540540541,35,-2,2907
37,948,796.72972972973,34,-3,2908
37,892,788.27027027027,36,-1,2909
38,850,775.789473684211,35,-3,2910
37,867,773.783783783784,34,-3,2911
37,909,768.783783783784,35,-2,2912
37,897,764.702702702703,34,-3,2913
38,907,758.5,36,-2,2914
38,918,752.894736842105,36,-2,2915
39,880,740.846153846154,36,-3,2916
39,835,732.769230769231,37,-2,2917
38,913,730.078947368421,36,-2,2918
38,918,724.052631578947,35,-3,2919
38,889,717.157894736842,34,-4,2920
38,907,711.473684210526,33,-5,2921
38,866,702.368421052632,35,-3,2922
39,735,689.051282051282,36,-3,2923
39,851,683.153846153846,36,-3,2924
39,765,673.25641025641,36,-3,2925
39,775,666,36,-3,2926
39,732,657.230769230769,37,-2,2927
39,748,648.461538461538,37,-2,2928
40,822,638.225,36,-4,2929
41,813,621.146341463415,36,-5,2930
41,711,609.512195121951,38,-3,2931
41,708,600.512195121951,38,-3,2932
40,740,597.825,37,-3,2933
40,816,588.05,36,-4,2934
40,715,573.85,36,-4,2935
39,792,570.230769230769,35,-4,2936
39,633,556.128205128205,36,-3,2937
40,687,541.7,36,-4,2938
40,601,533.8,36,-4,2939
41,732,522.80487804878,35,-6,2940
41,662,513.90243902439,37,-4,2941
41,589,505.658536585366,38,-3,2942
41,718,499.219512195122,37,-4,2943
40,738,493.75,36,-4,2944
40,635,480.95,38,-2,2945
39,654,477,37,-2,2946
39,552,467.794871794872,37,-2,2947
40,682,456.975,36,-4,2948
40,758,447.2,35,-5,2949
40,750,435.275,34,-6,2950
40,676,424.625,35,-5,2951
40,694,411.875,35,-5,2952
40,711,400.6,34,-6,2953
40,490,386.325,37,-3,2954
39,565,383.666666666667,36,-3,2955
40,684,370.7,35,-5,2956
40,656,359.775,36,-4,2957
40,673,350.7,35,-5,2958
40,561,340.975,36,-4,2959
40,577,334.5,36,-4,2960
40,472,327.75,38,-2,2961
40,505,319.85,38,-2,2962
39,465,315.102564102564,38,-1,2963
39,482,307.51282051282,37,-2,2964
40,433,294.525,37,-3,2965
40,390,286.275,37,-3,2966
41,508,276.121951219512,36,-5,2967
41,479,269,36,-5,2968
41,490,260.90243902439,37,-4,2969
41,270,255.048780487805,41,0,2970
41,336,253.707317073171,40,-1,2971
40,342,251.65,39,-1,2972
41,349,248.926829268293,39,-2,2973
41,248,246.780487804878,41,0,2974
42,242,243.071428571429,40,-2,2975
42,276,243.095238095238,41,-1,2976
42,336,241.285714285714,41,-1,2977
42,371,239.095238095238,40,-2,2978
42,374,233.357142857143,40,-2,2979
42,310,226.547619047619,40,-2,2980
42,367,223.095238095238,39,-3,2981
42,324,215.809523809524,39,-3,2982
42,325,208.595238095238,40,-2,2983
42,226,200.857142857143,40,-2,2984
41,295,200.243902439024,40,-1,2985
41,315,193.048780487805,39,-2,2986
40,272,190,39,-1,2987
40,291,183.2,38,-2,2988
39,281,180.435897435897,37,-2,2989
39,324,174.282051282051,37,-2,2990
39,166,168.307692307692,39,0,2991
39,243,166.769230769231,38,-1,2992
39,140,163.74358974359,39,0,2993
39,213,162.102564102564,38,-1,2994
39,217,158.717948717949,38,-1,2995
39,247,154.512820512821,37,-2,2996
39,293,150,37,-2,2997
39,284,144.025641025641,37,-2,2998
38,302,140.342105263158,37,-1,2999
38,307,132.394736842105,36,-2,3000
38,156,125.578947368421,36,-2,3001
39,169,120.641025641026,37,-2,3002
39,125,117.333333333333,38,-1,3003
38,145,117.131578947368,37,-1,3004
38,103,116.868421052632,38,0,3005
38,121,114.157894736842,37,-1,3006
38,139,112.947368421053,36,-2,3007
37,216,112.243243243243,35,-2,3008
37,147,109.864864864865,37,0,3009
37,250,108,36,-1,3010
37,215,103.837837837838,35,-2,3011
38,220,102.421052631579,37,-1,3012
38,262,97.4473684210526,36,-2,3013
38,261,93,36,-2,3014
38,143,87.8684210526316,37,-1,3015
38,196,87.8947368421053,36,-2,3016
38,243,85.421052631579,37,-1,3017
37,200,81.1621621621622,37,0,3018
37,244,78.8378378378378,36,-1,3019
37,130,75.4324324324324,37,0,3020
37,88,74.2972972972973,37,0,3021
37,165,73.2162162162162,36,-1,3022
37,61,70.5135135135135,38,1,3023
37,21,71.7567567567568,38,1,3024
37,0,74.2972972972973,37,0,3025
39,0,73.8461538461538,40,1,3026
40,0,78.35,41,1,3027
40,41,82.3,41,1,3028
39,91,83.3589743589744,40,1,3029
39,106,85.3076923076923,39,0,3030
39,125,85.7435897435897,39,0,3031
40,76,87.825,40,0,3032
39,81,88.1282051282051,41,2,3033
39,53,90.4358974358974,40,1,3034
39,71,93.9230769230769,40,1,3035
40,60,97.65,40,0,3036
41,0,99.3658536585366,41,0,3037
40,48,101.85,40,0,3038
39,6,103.230769230769,40,1,3039
39,83,104.974358974359,39,0,3040
39,40,103.615384615385,40,1,3041
40,135,102.5,39,-1,3042
41,0,98.0243902439024,41,0,3043
40,75,100.475,40,0,3044
40,128,99.55,39,-1,3045
41,78,96.1707317073171,41,0,3046
40,96,96.625,40,0,3047
40,132,95.7,40,0,3048
40,133,95.375,40,0,3049
40,31,95.025,40,0,3050
40,93,95.125,40,0,3051
40,66,94.075,41,1,3052
40,144,95.325,40,0,3053
40,102,93.925,40,0,3054
40,114,95.375,40,0,3055
39,118,94.8974358974359,39,0,3056
38,88,94.2894736842105,40,2,3057
38,48,95.9473684210526,40,2,3058
38,65,99.1052631578947,40,2,3059
39,107,103.641025641026,39,0,3060
38,115,103.552631578947,39,1,3061
38,0,105.868421052632,39,1,3062
38,0,110.894736842105,39,1,3063
39,131,112.948717948718,38,-1,3064
39,149,113.512820512821,39,0,3065
39,105,114.435897435897,40,1,3066
39,158,117.051282051282,39,0,3067
40,167,113.5,39,-1,3068
40,123,109.325,39,-1,3069
39,132,108.974358974359,38,-1,3070
39,162,107,38,-1,3071
39,171,105.74358974359,41,2,3072
39,189,107.205128205128,41,2,3073
39,148,109.076923076923,41,2,3074
39,166,113.769230769231,40,1,3075
39,125,117.128205128205,41,2,3076
39,103,119.769230769231,41,2,3077
39,74,126.333333333333,42,3,3078
39,30,132.538461538462,44,5,3079
39,92,138.820512820513,43,4,3080
39,7,143.948717948718,43,4,3081
39,24,151.74358974359,43,4,3082
39,30,160.717948717949,43,4,3083
40,38,176.1,43,3,3084
39,59,179.641025641026,42,3,3085
39,30,187.435897435897,44,5,3086
39,59,197.74358974359,43,4,3087
39,119,207.358974358974,42,3,3088
39,119,213.564102564103,42,3,3089
39,35,219.820512820513,43,4,3090
39,51,229.589743589744,42,3,3091
39,116,238.487179487179,42,3,3092
38,88,241.710526315789,41,3,3093
39,160,253.717948717949,41,2,3094
40,151,264.2,42,2,3095
39,168,267.102564102564,42,3,3096
39,195,273.307692307692,41,2,3097
39,146,277.358974358974,42,3,3098
40,203,284.625,42,2,3099
40,191,288.5,41,1,3100
40,101,292.025,43,3,3101
40,90,296.1,42,2,3102
40,153,301.55,42,2,3103
40,185,305.85,42,2,3104
39,207,308.948717948718,41,2,3105
39,133,311.897435897436,41,2,3106
39,0,317.25641025641,41,2,3107
40,0,324.725,40,0,3108
40,55,325.45,39,-1,3109
40,113,325.2,38,-2,3110
40,228,322.375,38,-2,3111
40,262,316.825,37,-3,3112
39,331,318.230769230769,37,-2,3113
39,297,309.74358974359,36,-3,3114
39,228,302.128205128205,37,-2,3115
40,359,290.8,36,-4,3116
39,316,289.051282051282,36,-3,3117
39,275,281.948717948718,36,-3,3118
39,292,275.615384615385,37,-2,3119
38,311,275.184210526316,36,-2,3120
38,374,270.210526315789,35,-3,3121
38,393,263.421052631579,35,-3,3122
39,413,250.897435897436,34,-5,3123
39,363,243.153846153846,36,-3,3124
38,432,240,35,-3,3125
38,434,231.315789473684,35,-3,3126
38,361,223.868421052632,36,-2,3127
38,363,217.973684210526,35,-3,3128
38,416,212.447368421053,34,-4,3129
39,398,201.025641025641,35,-4,3130
40,428,187.975,36,-4,3131
39,370,181.820512820513,35,-4,3132
40,438,176.45,36,-4,3133
40,395,170,36,-4,3134
40,410,164.75,37,-3,3135
40,353,159.225,38,-2,3136
40,372,153.7,38,-2,3137
40,342,147.85,38,-2,3138
40,358,143.9,37,-3,3139
40,332,139.95,38,-2,3140
40,264,137.45,40,0,3141
40,308,133.8,39,-1,3142
40,325,130.975,38,-2,3143
41,322,130.365853658537,39,-2,3144
41,342,125.682926829268,39,-2,3145
41,343,122.390243902439,39,-2,3146
41,273,116.560975609756,40,-1,3147
42,29,116,43,1,3148
41,45,118.121951219512,42,1,3149
42,0,123.309523809524,44,2,3150
42,6,129.214285714286,45,3,3151
42,0,135.095238095238,45,3,3152
43,0,143.627906976744,45,2,3153
42,29,147.047619047619,45,3,3154
42,48,153.428571428571,44,2,3155
42,39,157.309523809524,44,2,3156
43,28,163.883720930233,45,2,3157
43,122,169.209302325581,44,1,3158
43,116,172.767441860465,43,0,3159
42,75,174.119047619048,43,1,3160
42,93,177.047619047619,43,1,3161
42,111,178.880952380952,42,0,3162
43,102,172.93023255814,41,-2,3163
42,151,174.619047619048,41,-1,3164
41,137,175.19512195122,41,0,3165
40,153,176.15,40,0,3166
39,53,176.74358974359,39,0,3167
38,130,180,38,0,3168
38,29,176.578947368421,37,-1,3169
37,48,180.567567567568,37,0,3170
37,177,179.27027027027,36,-1,3171
37,160,174.486486486486,35,-2,3172
36,180,174.888888888889,35,-1,3173
35,185,174.742857142857,34,-1,3174
35,189,169.457142857143,34,-1,3175
34,132,168.882352941176,33,-1,3176
34,138,165,33,-1,3177
33,184,165.818181818182,32,-1,3178
33,200,160.242424242424,32,-1,3179
33,232,154.606060606061,31,-2,3180
33,118,147.575757575758,32,-1,3181
33,195,144,31,-2,3182
33,199,138.69696969697,31,-2,3183
32,232,136.8125,30,-2,3184
32,130,129.5625,31,-1,3185
31,207,129.548387096774,30,-1,3186
30,104,126.966666666667,30,0,3187
29,165,127.758620689655,29,0,3188
28,201,126.428571428571,28,0,3189
28,210,119.25,27,-1,3190
27,171,115.888888888889,26,-1,3191
26,248,113.769230769231,26,0,3192
26,253,104.230769230769,25,-1,3193
25,223,98.28,24,-1,3194
24,279,93.0833333333333,23,-1,3195
24,297,81.4583333333333,23,-1,3196
23,211,72.0869565217391,22,-1,3197
22,275,65.7727272727273,21,-1,3198
21,204,55.8095238095238,21,0,3199
20,257,48.4,20,0,3200
19,275,37.4210526315789,19,0,3201
18,198,24.2222222222222,18,0,3202
17,170,14,17,0,3203
16,0,4.25,16,0,3204
15,34,4.53333333333333,15,0,3205
14,0,2.42857142857143,14,0,3206
13,0,2.61538461538462,13,0,3207
12,0,2.83333333333333,12,0,3208
12,0,2.83333333333333,12,0,3209
11,0,3.09090909090909,11,0,3210
10,0,3.4,10,0,3211
9,14,3.77777777777778,9,0,3212
8,0,2.5,8,0,3213
7,0,2.85714285714286,7,0,3214
6,20,3.33333333333333,6,0,3215
5,0,0,5,0,3216
5,0,0,5,0,3217
4,0,0,4,0,3218
3,0,0,3,0,3219
2,0,0,2,0,3220
1,0,0,1,0,3221
14,0,7.64285714285714,14,0,3222
13,0,8.23076923076923,13,0,3223
12,25,8.91666666666667,12,0,3224
12,0,6.83333333333333,12,0,3225
12,0,6.83333333333333,12,0,3226
11,0,7.45454545454545,11,0,3227
11,0,7.45454545454545,11,0,3228
11,0,7.45454545454545,11,0,3229
11,77,7.45454545454545,11,0,3230
12,0,8.25,12,0,3231
12,0,21.5833333333333,15,3,3232
14,0,65.5714285714286,17,3,3233
16,0,107.8125,20,4,3234
16,5,129.3125,19,3,3235
24,0,240.166666666667,28,4,3236
27,0,278.074074074074,31,4,3237
29,0,309.344827586207,31,2,3238
30,0,324.433333333333,32,2,3239
32,0,328.09375,35,3,3240
32,52,338.96875,35,3,3241
32,42,351.1875,35,3,3242
32,160,362.59375,35,3,3243
32,205,372.8125,36,4,3244
32,194,381.34375,35,3,3245
32,260,390.53125,34,2,3246
32,235,397.34375,34,2,3247
32,297,408.8125,34,2,3248
32,275,412.46875,33,1,3249
32,344,417.71875,33,1,3250
33,370,409.454545454546,32,-1,3251
33,429,405.333333333333,31,-2,3252
33,460,399.969696969697,30,-3,3253
33,251,395.090909090909,33,0,3254
33,335,392.666666666667,32,-1,3255
33,385,391.69696969697,31,-2,3256
33,480,385.727272727273,30,-3,3257
34,520,371.852941176471,31,-3,3258
34,470,362.764705882353,30,-4,3259
34,403,354.735294117647,31,-3,3260
34,430,349,32,-2,3261
35,450,337.8,32,-3,3262
34,461,334.5,32,-2,3263
35,457,328.771428571429,32,-3,3264
35,473,324.485714285714,32,-3,3265
35,533,319.228571428571,33,-2,3266
36,476,306.777777777778,34,-2,3267
36,286,297.472222222222,35,-1,3268
36,246,294.722222222222,35,-1,3269
36,235,296.777777777778,36,0,3270
36,285,296.222222222222,35,-1,3271
37,348,292.108108108108,35,-2,3272
37,443,290.027027027027,34,-3,3273
39,407,282.25641025641,37,-2,3274
40,487,276.625,36,-4,3275
40,478,268.775,36,-4,3276
40,488,259.075,38,-2,3277
39,478,253.205128205128,37,-2,3278
40,602,237.725,36,-4,3279
39,414,228.384615384615,36,-3,3280
39,443,219.307692307692,36,-3,3281
39,386,212.846153846154,37,-2,3282
39,103,209.512820512821,40,1,3283
40,234,209.75,39,-1,3284
